"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",1990,"Vint_1990","CO2 (MTC)",1.256113
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2005,"Vint_2005","CO2 (MTC)",1.1749843
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2010,"Vint_2010","CO2 (MTC)",1.03123008
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2015,"Vint_2015","CO2 (MTC)",0.44601782
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2020,"Vint_2020","CO2 (MTC)",0.448181277
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2025,"Vint_2025","CO2 (MTC)",0.447971718
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2030,"Vint_2030","CO2 (MTC)",0.426204598
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2035,"Vint_2035","CO2 (MTC)",0.3932121646
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2040,"Vint_2040","CO2 (MTC)",0.342366529
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2045,"Vint_2045","CO2 (MTC)",0.271052818
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2050,"Vint_2050","CO2 (MTC)",0.1997763044
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2055,"Vint_2055","CO2 (MTC)",0.136077925
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2060,"Vint_2060","CO2 (MTC)",0.0869749952
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2065,"Vint_2065","CO2 (MTC)",0.0606587119
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2070,"Vint_2070","CO2 (MTC)",0.04823141278
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2075,"Vint_2075","CO2 (MTC)",0.04360401427
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2080,"Vint_2080","CO2 (MTC)",0.04081213269
"capuct_NZ2060","Global","Global","emissCO2BySector","sector","agricultural energy use","Year",2085,"Vint_2085","CO2 (MTC)",0.03795944065
