"scenario","region","subRegion","param","classLabel","class","xLabel","x","vintage","units","value"
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",29.4972222222225
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",57.1341944444449
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",90.0322222222229
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",123.669722222223
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",157.438333333335
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",186.246666666668
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",208.647388888891
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",228.876305555557
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",259.820944444447
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",292.17202777778
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",331.761166666669
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2075,"Vint_2075","Electricity Generation by Fuel (TWh)",367.625555555558
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2080,"Vint_2080","Electricity Generation by Fuel (TWh)",376.520472222225
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2085,"Vint_2085","Electricity Generation by Fuel (TWh)",381.790527777781
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2090,"Vint_2090","Electricity Generation by Fuel (TWh)",382.532083333336
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2095,"Vint_2095","Electricity Generation by Fuel (TWh)",379.669750000003
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_III (seawater)","Year",2100,"Vint_2100","Electricity Generation by Fuel (TWh)",375.296277777781
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",52.8888888888893
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",146.782777777779
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",148.595555555557
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2015,"Vint_2015","Electricity Generation by Fuel (TWh)",164.662500000001
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2020,"Vint_2020","Electricity Generation by Fuel (TWh)",152.17138888889
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2025,"Vint_2025","Electricity Generation by Fuel (TWh)",145.034166666668
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2030,"Vint_2030","Electricity Generation by Fuel (TWh)",134.62388888889
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2035,"Vint_2035","Electricity Generation by Fuel (TWh)",120.377777777779
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2040,"Vint_2040","Electricity Generation by Fuel (TWh)",102.495555555556
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2045,"Vint_2045","Electricity Generation by Fuel (TWh)",82.3311111111118
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2050,"Vint_2050","Electricity Generation by Fuel (TWh)",62.1666666666672
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2055,"Vint_2055","Electricity Generation by Fuel (TWh)",44.2844444444448
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2060,"Vint_2060","Electricity Generation by Fuel (TWh)",30.0386111111114
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2065,"Vint_2065","Electricity Generation by Fuel (TWh)",19.6281944444446
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","Gen_II_LWR (seawater)","Year",2070,"Vint_2070","Electricity Generation by Fuel (TWh)",12.4909722222223
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","PV","Year",1990,"Vint_1990","Electricity Generation by Fuel (TWh)",0.00100003611111112
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","PV","Year",2005,"Vint_2005","Electricity Generation by Fuel (TWh)",0.015000388888889
"Decarbonization","South Korea","South Korea","elecByTechTWh","Technology","PV","Year",2010,"Vint_2010","Electricity Generation by Fuel (TWh)",0.771997222222228
