"전력수요","원자력","유연탄","무연탄","바이오가스","부생가스","소수력","수력","양수","매립가스","중유","태양광","폐기물","풍력","LNG","LPG","연료전지","경유","해양에너지","바이오매스","IGCC","바이오중유","기타"
64942,19801.59614,20648.61961,275.084752,46.411899,21.987878,52.974962,42.006667,786.187487,20.599213,114.071964,5.421083,117.426497,709.368796,17949.85741,39.839744,484.648144,0,0,554.207971,185.332,101.170048,70.790582
62593,19800.37141,20388.47312,278.730595,46.148465,22.411095,52.292313,42.014917,239.793783,20.721555,114.715062,1.849358,119.21743,690.171011,16438.24847,43.216096,484.8933,0,0,553.769543,235.33104,101.179008,71.08703
60905,19800.32776,20365.38723,276.932504,46.408393,22.537354,48.794418,42.032154,0.0483,20.774781,115.1133,1.226078,119.10924,699.105388,15029.8962,40.816832,484.925545,0,0,554.970371,238.34664,101.177216,71.040694
59889,19798.40984,20298.30731,275.579426,46.313306,22.719873,44.005635,42.015553,0,20.772397,114.67688,0.73417,120.664115,666.601598,14051.71369,37.220624,485.075876,0,61.221048,552.863967,238.60592,101.183936,70.422899
59638,19795.97617,20289.56329,275.375931,46.585862,22.678411,40.841085,41.986467,0,21.046917,115.31469,0.694968,121.113925,613.366167,13786.02172,33.687808,485.112767,0,146.600496,550.342585,239.09256,101.180576,71.277898
59936,19794.11069,20362.06998,276.956559,46.69857,22.572173,39.542444,42.009754,0,21.707478,115.662728,0.482036,121.84723,584.125522,14015.68219,36.881264,484.930229,0,171.44988,547.577081,241.1136,101.182816,70.901791
60193,19793.43996,20471.27684,275.393973,45.881218,22.489324,39.574098,41.979682,0,21.910035,115.64647,0.037488,120.848945,469.943273,14295.44816,36.881712,484.777331,0,153.566112,552.857901,239.06176,101.1752,71.52586
59982,19794.90213,20488.26435,274.459136,46.595034,22.879913,41.754751,42.232183,106.101665,21.749526,116.423136,2.233529,117.704855,447.463795,14070.6475,35.742448,484.855441,0,95.39796,555.212777,237.8208,101.176768,71.577088
59626,19795.96547,20224.85201,275.92725,45.267206,23.062141,45.045433,479.03453,177.326002,21.329955,116.116154,144.596483,119.454157,482.19069,13499.40576,39.028416,484.918607,0,19.81728,553.140666,238.1988,101.174752,71.645177
57904,19797.31139,19913.51625,277.599829,45.608782,22.845507,46.976708,503.090105,0,20.909583,116.633028,598.289362,120.161363,512.59355,12867.0903,36.24544,484.9363,0,0,547.775406,239.11776,101.183936,71.600055
57604,19797.3665,19610.41918,274.426545,45.265266,22.691392,46.473375,552.429162,0,20.242764,117.54181,772.270638,120.716973,603.59115,13019.06882,29.172976,484.806682,0,0,549.057088,238.95536,101.179904,71.628849
56869,19799.33987,18978.72442,275.201147,44.834031,22.441877,47.59075,534.797624,0,20.950672,117.803468,969.691053,122.984484,669.076079,12791.23691,25.354112,485.014251,0,0,549.622681,236.52608,101.182592,71.70756
56191,19801.65473,19013.50306,274.467866,44.807093,22.188475,50.088663,200.403982,0,21.591236,118.069188,986.430299,124.18393,659.03829,12872.74809,23.866528,484.843419,0,0,543.884381,237.54304,101.184384,71.781711
56424,19802.40163,18967.06903,274.98737,46.521734,21.602582,52.157575,346.992718,0.035127,21.859307,117.276058,878.313627,130.0788,622.619199,13100.81307,25.075456,484.58379,0,0,542.234247,239.79816,101.182144,71.754594
56691,19803.796,18972.92619,277.046182,46.314319,20.919597,47.461555,342.070974,0.050182,22.454268,117.126354,737.724769,136.649435,620.900919,13239.32346,25.74264,484.427091,0,0,546.590323,238.56392,101.185952,71.572414
58299,19809.64636,19029.64388,276.67896,46.146641,20.525099,43.005282,379.743459,0.301167,22.514618,116.6604,455.044815,136.193445,620.797507,13791.3017,28.613536,484.469106,0,121.454928,546.865923,237.1908,101.1864,70.910512
60425,19809.73993,18961.58999,275.076023,45.499803,20.035937,39.56806,294.894239,0,22.501506,117.74785,239.371585,139.101494,623.109092,15212.44267,31.633168,484.350063,0,206.855712,549.722679,237.19976,101.176544,71.066122
62931,19807.15792,19079.94539,275.819392,46.185881,19.313964,40.575215,301.874179,607.519089,22.486367,117.89984,467.961698,139.685129,579.828116,17101.20599,40.485312,483.974055,0,243.663336,544.501077,238.4004,101.222016,71.519134
64176,19808.34277,18934.63825,276.208923,46.383154,19.130659,39.154538,266.199612,1749.35388,22.470844,117.988072,546.630203,139.325144,501.945957,17314.71933,42.816144,484.090847,0,241.560984,541.43577,238.28056,120.407392,70.959677
63645,19808.3103,18786.86671,276.957723,46.513697,19.206078,40.803202,242.13564,1823.902562,22.454043,117.777152,459.621735,136.349357,414.546813,16991.42898,39.51864,483.810078,0,196.669872,544.872571,237.18464,120.811712,69.09745
62754,19807.29267,18532.45365,275.934039,45.777989,19.369789,44.521902,163.465655,1876.517688,21.918531,116.141126,298.6365,133.321219,378.164337,16563.9788,39.76448,483.201288,0,112.260624,542.444324,238.5348,119.389984,68.363116
61561,19806.24318,18639.07544,275.813184,45.995275,19.517106,48.485942,152.755731,1237.155881,21.922139,117.282522,115.813477,137.016746,377.368121,16159.32087,40.399072,482.778968,0,29.732808,538.96212,238.60816,101.68144,68.958491
61979,19805.32063,18943.32321,276.112316,45.754342,19.790127,50.113274,76.192068,1423.219927,21.922046,116.458416,33.219009,138.718043,395.784454,16265.30177,39.299008,482.852177,0,0,545.315626,239.81552,101.687712,69.436331
63055,19805.74644,19152.56201,275.416669,46.679128,20.00926,51.86988,41.353987,2004.44444,21.933162,116.663716,7.300684,137.62537,409.674304,16679.36761,40.633488,482.828966,0,0,545.676606,237.62816,101.691072,69.537641
60658,19805.04184,18986.01166,276.432011,46.16557,19.964648,52.467732,40.824824,739.244352,21.932456,117.054016,2.653977,134.049474,430.582649,15711.77842,41.247696,482.598725,0,0,543.752661,239.28744,101.691968,69.290541
58603,19803.07621,18955.61441,276.698747,47.806382,20.237067,52.872237,40.803964,3.84496,21.928443,116.782468,0.852064,132.706399,425.33454,15046.2431,41.116432,482.468885,0,0,543.744582,240.45448,101.697344,68.53461
57309,19803.6097,18931.52944,276.616495,48.144562,20.470048,51.543737,40.721458,0,21.723484,117.07258,0.742316,132.273111,434.191272,15157.97306,39.46656,482.640938,0,0,547.186471,240.9988,101.69936,68.93045
56663,19798.69067,18832.75573,276.162754,47.176686,20.696141,47.221081,40.722671,0,21.28569,117.2247,0.66193,133.649636,422.283823,14709.9747,38.574368,482.662016,0,0.821016,544.42308,239.0248,101.694432,68.940089
56733,19797.55963,18844.83566,276.340448,47.701478,20.452995,43.733494,40.748853,0,21.076722,116.571012,0.625632,134.825284,427.452301,14649.29014,41.338304,482.596165,0,110.093088,544.516126,237.65448,101.6904,69.176897
57327,19795.90192,18665.00808,278.490242,47.680763,20.311139,41.144542,40.746074,0.06264,21.075734,116.057226,0.34414,134.316197,481.441546,14918.62446,41.375712,482.525488,0,156.417744,547.126385,239.18384,101.692416,69.695311
58378,19795.92668,18649.13265,278.828947,46.685406,20.27279,39.714025,40.712061,0.128111,21.070376,114.93776,0.026717,135.450712,465.315826,15130.77395,42.005264,482.536708,0,163.31532,550.625492,238.64176,101.693536,69.934984
59285,19795.36302,18685.71687,277.575968,47.078579,20.664304,41.312785,40.832011,0.0345,21.011213,115.755938,2.090735,135.620632,437.501854,15314.2876,40.878656,482.548645,0,127.802472,550.970569,237.95352,101.711008,69.979491
60669,19795.87468,18820.49635,277.045407,47.314879,71.601452,45.392156,329.36557,741.779726,20.759944,116.862108,126.94746,134.935539,408.196204,15552.36188,44.376416,482.605967,0,56.18676,546.856586,237.93784,101.898048,69.791723
59515,19797.486,18709.6869,276.509413,47.668009,269.41537,49.668013,489.943445,633.391461,20.340768,116.798586,630.545075,135.954337,410.132932,14294.24016,39.031104,482.172918,0,2.817024,547.903658,239.48064,101.894464,69.359583
58770,19799.49551,18780.70771,276.506698,48.494409,265.275331,51.17053,535.234006,216.614891,20.130038,117.630614,965.032504,135.122011,438.244456,13408.77969,34.61248,482.096364,0,0,541.200075,239.5932,101.891552,69.54744
57296,19800.03095,18631.80182,276.767031,47.914573,283.076406,51.726673,526.373824,0,19.947646,116.643652,1323.888642,136.383736,485.854332,12685.42963,37.494576,481.936851,0,0,540.995043,238.7,101.894464,68.200537
55466,19800.43309,18546.8098,277.352299,47.48767,325.734001,51.264682,113.854738,0,20.01764,115.698984,1554.085818,137.458088,554.234312,12638.29185,34.226192,481.93601,0,0,541.192577,238.94696,101.893568,67.425863
55066,19800.99238,18722.51686,277.473542,47.136726,292.310159,51.641721,62.408076,0.050182,20.785904,115.561552,1658.805494,136.150136,573.531397,12654.16501,32.242336,482.245483,0,0,542.659794,239.78696,98.888608,67.807493
55493,19801.65973,18746.73341,277.495074,48.317695,327.066929,49.641355,312.875207,0.0855,20.951406,114.692174,1681.964391,137.477781,571.222574,12470.81478,29.89336,482.58939,0,0,545.031669,240.95232,100.230368,68.644614
57865,19805.50259,18770.04215,277.665592,46.670779,331.176759,43.760917,400.402896,0.319505,21.016085,113.945976,1306.165017,136.862314,611.630309,12995.42009,28.169568,482.485498,0,19.345368,538.823732,241.16848,102.002208,68.790329
61407,19804.84919,18886.39717,277.967828,46.344551,262.398067,42.708994,425.346868,1006.697984,21.044746,110.565706,522.465356,135.352793,627.934526,14616.23942,28.179536,482.534767,0,151.433184,540.759786,238.08232,101.996832,69.084944
64223,19801.50552,18833.48821,283.012917,46.640625,258.8816,41.775369,416.133311,2889.67306,20.664376,113.210778,623.026602,137.076005,673.741319,15967.65301,33.131952,482.157517,0,216.54108,541.988926,240.12352,101.991456,68.513866
65082,19801.51244,18890.63851,280.510256,46.840201,291.809669,41.118098,322.888843,1434.974655,20.477127,114.020612,827.310438,137.139602,707.80906,18276.55261,34.99328,481.259396,0,241.944864,537.139322,239.36696,101.988992,68.503977
64257,19801.18295,18581.42162,277.698569,46.404041,275.310787,40.095185,283.074787,1473.462788,20.216706,113.22081,882.226875,138.517797,724.706915,17609.46797,39.22184,481.247484,0,229.118904,538.592702,238.54936,101.986304,68.847397
62981,19800.68011,18452.40593,273.056009,47.506966,257.936747,40.002253,230.112428,1634.529265,20.251648,112.49072,688.449824,136.332481,756.17742,16413.68021,40.204416,481.276073,0,168.283416,537.22227,237.73344,101.986528,68.719686
61686,19799.79806,18564.1336,275.160215,46.672677,282.501113,44.149517,175.67143,454.600796,20.391979,113.59658,289.252088,139.012418,717.492445,16449.01156,40.49584,481.665205,0,82.777128,539.776209,239.31488,101.985856,69.564635
61962,19797.25877,18835.72705,273.614505,47.209319,270.244736,46.399662,142.538375,4.464025,20.896405,113.414718,100.84057,136.756858,683.911401,17294.60167,38.607296,481.764534,0,11.223912,538.298472,239.44872,101.982048,72.140327
64227,19796.09034,19058.10656,276.392437,46.851416,40.749754,47.130694,50.154415,1187.315565,21.027142,113.029386,24.413953,135.079868,651.498021,18434.42211,36.161552,481.793714,6.49376,0,534.379635,238.80976,101.975776,72.636054
61992,19796.51344,18550.56907,279.825279,46.660305,21.04507,47.939095,41.176375,753.046486,20.757058,111.736538,9.511254,137.329358,640.50466,17307.49459,37.659888,481.786693,28.24696,0,533.824978,237.37896,101.985856,72.575686
59723,19796.70853,18163.61677,273.759997,46.775605,21.088746,49.027608,41.160152,123.122471,20.525063,111.091672,3.422337,138.154186,684.666449,16071.79296,38.765664,481.492676,56.650944,0,541.130961,239.44368,101.985408,72.868837
58310,19796.42557,17739.20611,274.213545,46.775885,21.21727,47.169367,41.144771,0,20.522604,110.744714,1.566526,139.41805,676.987139,16423.83712,37.01656,481.412395,56.095872,0,544.127797,240.0272,101.978912,73.097364
57599,19795.09057,17778.90788,275.866531,47.147545,21.103192,43.960223,41.125429,0,20.513074,111.163322,0.776553,139.20107,714.328906,16389.03799,36.693888,481.278359,56.576912,0,544.532616,238.65912,101.978688,73.063872
57518,19795.5291,17839.78248,275.084559,47.255361,21.521557,40.566816,41.130582,0.095457,20.671905,111.127636,0.727309,139.53259,689.785813,15866.52491,35.375872,480.786021,56.59976,31.849104,539.841002,236.21584,101.975104,72.879517
58073,19794.87653,17721.47695,275.561386,47.210569,21.395597,35.975139,41.057134,0.169533,21.078917,111.153898,0.51392,139.600136,739.051361,15067.47296,35.505008,479.232981,56.606704,137.005008,538.214557,238.24024,101.966368,72.447576
58877,19794.89633,17805.21301,279.395009,47.2663,21.571665,33.41408,41.071662,63.66672,21.169573,112.95916,0.031985,140.024853,776.87815,15319.13536,36.759408,478.344303,56.646016,168.92652,539.489735,238.02632,101.969504,69.943488
59373,19795.95346,17845.0582,275.796889,47.164001,21.946476,33.648979,82.70712,199.54944,21.187688,113.521912,1.413294,137.350219,787.807037,15588.52513,36.572144,478.279713,56.654976,161.53284,542.630737,237.68752,101.970624,70.468373
59434,19795.75399,17792.51447,272.868227,47.734941,22.237873,36.000859,496.381211,689.854478,21.150979,114.066334,241.73,138.856674,713.80435,14869.5414,35.1792,478.24537,56.619472,116.133528,542.420007,236.03664,101.966816,72.228355
56835,19796.76441,17204.82376,275.770894,47.262605,21.852027,39.014068,431.410656,117.601977,21.150315,113.395082,1147.479654,137.188249,755.939871,13321.28217,33.206768,478.481929,56.13888,41.196288,540.286462,240.28256,101.96144,71.906795
56485,19795.90597,17568.04333,276.858789,47.30536,21.739311,42.387354,551.431202,0,21.343518,113.793082,1278.875242,134.687524,724.530092,12594.75933,29.687392,478.571857,56.586992,0.001344,541.17841,238.46592,101.956064,70.64014
55912,19796.73215,17525.56389,276.235693,47.358474,21.323191,42.580586,556.431314,0,21.342029,112.051362,1558.82145,139.333337,653.774217,11770.10586,26.761952,478.314373,56.62944,0,541.003901,238.25088,101.95248,70.682344
56037,19797.39684,17658.10988,275.442276,47.854025,20.804419,42.446268,203.015205,0.100126,22.134743,111.695234,1469.373795,139.48817,651.970548,11900.73046,27.128416,478.561781,56.63,0,540.383893,237.00488,95.037824,71.474324
57802,19798.82276,17936.9661,280.13896,47.734905,20.679228,43.150535,340.575568,411.257082,22.767165,109.705442,1195.727519,138.278481,662.778727,12442.9419,31.096352,478.852673,56.061152,0,539.632429,239.3636,86.793056,71.154626
59465,19799.6275,18166.76922,277.5911,48.202298,20.546062,45.387023,409.909145,1319.996881,22.791477,109.29548,839.866138,137.019276,640.234335,13089.0806,36.32888,478.979975,56.603008,0,542.792813,240.81456,101.968832,72.288938
61355,19801.75019,18804.95637,277.678977,46.828402,20.476922,45.049456,557.984599,792.570891,22.744445,110.866476,407.133106,135.251357,668.557348,14990.6673,45.310944,479.009878,56.61712,0,541.605276,239.84912,101.964352,72.766402
63202,19801.263,19445.22921,277.12436,46.671061,20.314899,41.70101,285.644433,35.868082,22.732256,111.38022,248.110392,134.950923,620.906969,17490.52461,40.107312,479.044312,56.633024,51.37608,543.381776,237.8124,101.961664,71.407995
65426,19799.62916,19910.91706,278.184513,46.397841,19.319567,38.051736,217.615997,0,22.722363,118.949326,617.442014,134.634115,555.050658,19297.93376,42.674016,478.975533,56.616896,166.4964,540.577862,239.43584,125.263936,71.361806
66473,19799.61363,20028.54313,277.08692,46.497935,19.445435,35.994311,190.198768,0,23.439904,114.857014,801.691255,134.99577,548.710993,20097.11802,44.263632,478.92021,56.614544,221.887008,505.192147,239.63128,120.229312,71.242362
65646,19799.44604,20006.39309,276.611063,47.053249,19.467699,33.955992,192.802296,0,23.777954,114.834658,794.400367,136.38779,565.40288,19221.95753,43.529024,479.034069,56.608608,233.373504,453.719434,237.74576,101.166912,70.871647
64815,19799.28081,20035.76214,276.049269,47.123652,19.432445,34.213047,145.683971,0,23.537365,113.92581,432.755936,135.777703,613.573361,18433.32539,45.208128,479.597686,56.565824,205.076088,449.655721,237.6584,101.164,73.494326
63289,19799.82062,20238.8466,276.370517,46.979413,19.652299,37.132709,87.56272,0,23.268626,112.198776,191.259907,136.412477,639.240875,17074.97598,42.432656,480.84623,56.632912,130.955496,448.956644,239.03656,101.162208,73.342722
63706,19799.08478,20297.19541,276.413388,45.817975,20.035222,39.478959,49.963472,43.458918,24.142413,113.154714,64.889992,133.076239,641.396976,17679.24773,39.790128,481.997743,56.6356,47.946024,451.514701,239.3468,101.166016,73.05461
64480,19797.85979,19757.1814,274.986012,46.116167,20.15414,43.144677,41.184587,1154.258041,25.037782,113.32636,15.361442,132.206042,617.676369,18090.38931,39.084416,482.475621,56.64904,1.080408,453.589545,237.82416,101.166688,72.79334
62078,19798.1015,19498.91643,275.862651,46.127755,20.174705,44.672605,41.846349,163.298021,25.37758,112.528812,6.226187,126.551275,596.92598,17191.39784,39.993632,482.522044,46.268544,0,449.447227,237.67856,101.161536,72.449697
60011,19797.63134,19473.11224,279.084432,46.471843,20.162623,45.936295,41.927071,0,25.06929,111.297556,3.35503,120.174604,592.008204,17041.88119,41.24288,482.47885,0,0,449.895926,238.21168,101.163328,72.512653
58936,19797.85788,19489.13402,276.838808,47.052299,20.517472,46.404687,41.924151,0,25.050803,138.807698,2.392916,118.845986,562.302494,16333.77348,37.208528,481.812626,0,0,447.891788,239.78416,101.16512,72.587561
58715,19800.12074,19514.94676,276.205625,47.404707,20.449818,44.362847,41.857143,0,25.070608,231.769631,0.846473,120.667374,553.083511,16202.71679,35.834736,481.10159,0,0,447.273208,237.82248,101.166016,72.634945
59233,19795.72334,19456.67707,275.864203,46.673574,20.418688,41.493112,41.88744,0,25.079269,260.795325,0.713319,121.429031,525.080037,17117.35335,37.20136,481.006852,0,0,444.866175,237.4232,101.164448,72.354482
61081,19795.25981,19480.29405,275.510948,46.106827,20.340981,38.315135,41.903102,0,25.151087,350.477515,0.526416,120.88291,521.190401,18716.3084,38.531696,480.628312,0,60.816336,444.50276,237.48872,101.16288,72.240893
64908,19795.48966,19491.48242,275.67002,44.457345,20.310277,34.072755,41.862354,0.049241,25.292791,537.566878,0.0772,123.678713,515.827178,21597.25792,39.458832,478.702411,0,146.803272,445.422468,237.01104,101.157504,72.289111
71659,19795.7241,19484.91212,276.390885,46.351994,20.834267,31.831975,77.690829,0.369924,25.297108,596.286674,3.564585,124.932022,426.746914,26789.81473,38.340288,478.750939,0,164.375232,444.175767,237.56488,101.162656,72.02274
80766,19792.24145,19670.48249,276.129775,46.936422,95.727149,32.542013,507.306819,1198.506183,25.299363,596.280654,294.595517,125.506214,349.350392,32151.80792,40.31048,478.13385,0,144.573744,439.573938,237.01608,101.162432,72.271517
82796,19794.80872,19621.3906,274.180567,47.270416,280.472295,35.50115,526.371535,1302.942418,24.937232,592.682763,1039.517979,127.16562,355.06017,33915.24801,34.424768,478.137064,0,87.270792,442.281395,237.43608,101.158176,72.430514
82045,19806.98664,19563.18434,274.107045,46.522961,270.34723,40.318581,528.897282,1048.015678,24.967731,595.791574,1169.895043,125.27882,313.754463,33059.1728,26.410832,477.813164,0,16.632336,435.965526,239.21128,101.279136,71.135932
79963,19805.70317,19601.58567,275.343923,47.540582,267.591458,43.158924,425.5647,874.530241,25.013326,594.360756,1379.624805,125.686755,283.399201,31089.9958,27.645856,478.16687,0,0,428.103745,238.73472,101.354624,72.190584
76537,19780.8512,19518.20565,276.052374,47.475732,330.370509,42.76675,217.501445,0.064295,25.269462,593.569719,1399.564658,125.553794,219.436339,28862.71559,25.996768,478.434262,0,0,435.425573,239.22304,101.365376,72.097879
79560,19734.54576,19859.04011,275.628894,46.747049,370.359273,42.25762,390.832086,404.852484,26.365989,598.098825,1338.885038,127.185653,186.424195,30911.98554,27.781376,478.96851,0,0,435.017766,240.51216,101.368064,71.978316
81315,19733.53943,20021.10115,274.197443,46.96184,352.267202,44.074325,298.502645,1167.448761,26.746171,595.395192,1102.913174,128.275656,165.022871,31957.16239,33.233536,480.30568,0,0,436.82816,241.75088,101.3656,72.190464
81431,19711.93098,19703.63966,273.618578,46.813592,358.87714,44.782814,309.080261,1152.578255,26.271889,595.243323,771.548674,126.130061,142.486724,32611.32374,36.36248,480.538837,0,0,442.191481,239.69176,101.373888,71.909792
82840,19669.80097,19850.35987,274.125668,46.713056,353.094047,42.773335,304.40588,387.185091,26.299753,597.402046,413.896029,118.611744,113.467064,35051.2227,30.559648,480.290047,0,0,442.261912,240.4108,112.48496,72.077752
81666,19645.10379,19778.54782,274.893867,47.811407,284.214947,41.601236,298.544188,476.972245,23.682413,600.242628,659.838046,117.918359,66.381268,34207.4295,34.434736,479.954387,0,73.231032,443.94391,240.57264,130.509568,72.859171
78838,19656.89941,19703.40606,276.459751,47.426451,333.700309,37.210373,249.686234,514.4622,24.575968,605.15447,748.81522,119.768478,79.219226,31338.04347,42.615776,480.245527,0,177.484776,430.026188,241.45408,122.9032,72.660211
75717,19705.40613,19782.66096,274.527614,46.837286,271.878359,35.448548,268.454519,360.4007,23.173307,599.987979,701.923843,118.522725,115.233114,28216.30669,43.602608,480.769496,0,215.797848,441.684307,239.4168,120.757056,72.933509
72867,19730.44544,19812.18777,274.290559,46.809548,269.691419,35.466654,209.778853,131.100436,22.184631,599.87515,449.20466,119.542489,199.048093,25705.13318,43.69568,481.962772,0,214.112976,440.286502,239.8536,120.781024,72.807492
69726,19760.85959,19658.2154,274.885719,47.648489,267.1236,36.59953,159.758742,0,22.365912,601.407259,227.666213,119.376645,307.25927,23312.77969,44.486624,483.339694,0,170.82324,438.966408,238.364,106.438304,72.72897
68460,19794.79112,19366.57194,275.082619,47.251182,304.611697,37.650806,91.175399,20.260538,20.383791,600.576292,81.966209,118.820719,394.796084,22539.87957,40.278224,483.774433,0,98.258328,441.243787,239.30088,100.795296,72.315233
70327,19807.89948,19509.75967,275.183105,46.846773,35.465218,40.42005,41.502885,1359.269305,20.520438,600.698661,19.296267,121.053809,430.347118,23013.63582,40.191648,483.817294,0,21.34776,444.607935,239.22248,100.787904,72.390011
67267,19809.10977,19520.9438,275.275639,46.242971,18.776412,44.663826,41.66879,173.446268,20.888463,599.08717,7.867078,115.597145,434.36864,21576.75088,37.017232,483.770496,0,0,444.093445,238.75264,100.788352,72.0841
64957,19810.0075,19420.66125,275.071756,46.493895,19.022417,45.111131,42.059327,0,21.357552,598.049977,3.663927,111.065881,409.860251,21180.83638,32.019232,483.785411,0,0,444.155678,241.40816,100.778496,71.919804
63471,19810.25691,19450.91342,274.660886,46.295659,18.525042,45.71496,42.009238,0,21.425728,599.21995,3.152951,111.612762,451.072704,19810.14644,31.384976,483.330587,0,0,444.908678,240.38616,100.782976,71.817506
63136,19809.83525,19432.36111,276.044031,46.98366,18.168441,46.229466,41.998739,0,20.719739,599.214841,1.090241,114.301439,498.349187,19441.56174,34.500928,483.397943,0,0,445.75364,241.19312,100.782304,72.003838
63564,19810.82847,19467.03661,276.591276,45.772911,17.866385,44.921063,42.012098,0,20.469978,598.199967,0.681896,113.552986,575.029943,19661.13332,30.322768,483.29198,0,0,445.281323,240.03336,100.772224,72.387257
65045,19809.64305,19469.7199,276.159261,45.787127,17.86175,41.848864,41.993516,0,21.47946,595.574078,0.656236,116.446138,602.405014,20862.7177,33.410272,482.834606,0,0,444.561434,240.6684,100.774016,72.310348
68221,19808.92699,19631.32587,276.519501,45.789192,18.092699,38.583316,41.955812,0,21.356688,670.343994,0.067132,114.266819,698.778996,24287.26063,36.567216,482.733843,0,78.544368,444.115635,238.98168,100.772224,71.620962
73685,19809.60868,19643.8738,275.735006,46.508751,18.351862,37.141719,129.447824,0.454429,20.136659,760.69401,2.185429,110.677437,706.213802,28289.74808,37.0888,482.813608,0,136.813656,445.181589,238.71176,100.772448,72.214712
81609,19807.79701,19944.08165,274.314808,45.973873,90.781608,36.382618,489.921646,85.329784,19.695272,838.710772,325.623901,113.217598,768.59936,33192.38235,38.805312,482.43411,0,143.456376,443.717982,236.66272,100.777376,72.421149
83240,19807.83809,19865.18714,275.921818,46.638502,302.799621,37.880999,489.838893,1189.13977,19.531616,844.896095,867.024852,111.197991,957.59675,33558.8084,38.25752,483.204659,0,117.544728,442.33897,238.28336,101.5224,72.836387
82327,19816.78169,19859.85195,276.271387,47.203452,319.532555,40.73586,528.235165,1262.08375,19.582065,844.573589,946.460566,109.491203,983.495877,32095.91352,40.625424,483.844816,0,58.939776,442.617074,239.01472,101.595648,73.118716
80551,19813.63585,19949.97577,276.248109,47.472394,291.254583,43.358228,523.406722,1120.584799,19.620886,843.204761,1162.632226,110.925565,1032.078336,30187.36724,37.646224,483.657402,0,6.49824,443.560509,238.53368,101.59296,73.354694
78100,19782.30066,19983.1809,277.456277,47.410996,318.769131,45.879186,178.522645,14.740909,19.845536,840.396281,1078.058386,109.385628,1044.182677,29190.99178,38.987088,482.333059,0,0.00216,445.044345,238.78736,101.596544,72.757606
80560,19701.1579,20485.30844,275.861876,46.371693,315.90276,46.13332,307.171694,236.183051,20.323646,845.655331,1072.332994,109.207107,996.90738,30828.14204,32.008704,481.028101,0,0.00504,446.669785,238.80136,101.592512,72.639955
81611,19697.48777,20704.06416,274.671749,47.050147,315.410068,43.943473,299.405233,754.326641,21.352168,841.268202,997.644943,108.986432,939.883743,31262.05988,24.54032,480.397901,0,0.00936,443.131971,238.55944,101.6064,72.349754
82647,19669.80768,20796.05421,275.580591,47.094978,304.616071,44.969791,339.345091,945.725497,21.40988,843.909546,690.625712,108.569901,894.275116,32132.61167,26.279344,482.605625,0,0.01008,440.741199,238.51016,101.606848,70.02175
84497,19661.43531,20800.53705,275.068069,46.94181,278.996775,46.812738,297.35068,1168.927017,21.429691,848.699781,453.506356,110.000852,871.912755,34050.63489,31.080112,482.745466,0,0.01224,440.092809,237.81632,101.59856,70.701208
83721,19648.42146,20720.69346,274.292305,47.144516,292.634995,47.936697,300.538361,1085.16426,21.515678,846.879682,529.233291,113.647844,802.34418,33793.40611,44.301824,482.482097,0,0.0108,438.82301,240.43768,101.591616,70.959284
81513,19636.44884,20557.2406,275.737916,47.049742,246.352873,45.584213,271.128962,1100.457432,20.861429,846.522982,514.417651,115.042841,712.433027,31830.56671,50.7724,482.968308,0,75.954504,435.965717,239.0024,110.94944,70.83623
78460,19686.85429,20382.09696,275.714831,47.188325,254.9437,43.483261,291.754765,645.436243,20.076191,856.945461,412.057165,115.427211,687.33458,29444.88329,53.914896,485.010116,0,158.247624,437.122948,237.91768,111.9384,71.217318
75423,19746.93263,20209.57238,274.577275,47.466304,231.543763,42.203477,196.185424,189.013016,20.027035,849.959989,281.130652,115.891772,706.267852,27133.08485,53.712064,486.338201,0,187.141488,439.41669,236.81112,101.684576,71.41777
72053,19787.57951,20131.68064,274.82306,47.513112,225.781287,41.712035,136.869843,0,20.036512,844.452696,158.521727,113.342749,638.296918,24184.21215,53.068848,486.281267,0,172.907472,441.27899,238.34216,101.684352,72.256994
70992,19800.19102,20168.18996,274.636636,47.025083,214.843657,41.954248,51.982446,44.771388,20.096888,842.210395,61.500917,114.857691,568.330293,23339.15591,53.794048,486.457478,0,125.338464,440.770491,236.94496,101.67808,72.300685
72838,19800.29285,20362.42697,274.97573,45.318597,38.502003,44.710775,41.547161,873.544554,20.471547,853.07632,14.366977,116.549008,516.989638,24287.74708,52.480624,486.858958,0,54.889848,440.969332,237.19808,101.684576,72.055036
69834,19800.35716,20138.73863,274.479311,45.338389,19.923614,48.099962,43.81319,2.47576,20.527712,844.761811,5.484362,115.540432,468.314781,22728.88698,48.373024,486.802731,0,4.250352,443.140318,236.34856,101.672256,72.204914
67769,19799.55264,20157.45129,275.09872,46.16347,20.192946,49.426263,44.458234,0.000627,20.612181,840.931305,2.44199,117.209695,486.871797,21070.14845,44.877504,486.56496,0,0.01152,443.420519,237.50272,101.677856,72.050036
66454,19799.97029,20125.31461,275.231991,45.957855,20.052348,50.789975,44.418158,0,20.805787,837.936565,1.144709,114.376741,601.353835,20691.39697,41.822032,485.811913,0,0.00864,443.576092,237.1264,101.876096,71.605518
66041,19800.23203,20114.32974,274.755359,47.218088,19.944362,51.751285,44.416299,0,20.749097,840.331788,0.696704,115.386037,656.901035,21298.0071,41.269984,486.006376,0,0.0108,443.011853,236.67504,101.872512,72.033575
